,Words,Old_WScore,Position_Weight,SCScore
0,citi,5547.02479338843,1.2491017092645045,6928.798150754073
4,jungl,4646.171487603306,0.20567295417433515,955.5918154559372
2,aurelia,4782.272727272727,0.11639479873542394,556.631671588816
38,hidden,1998.0681818181815,0.25383141762452105,507.1724791013583
150,ago,1145.1161616161617,0.3333333333333333,381.7053872053872
1,elijah,5236.997607655502,0.06909199971742616,361.83463722829543
43,deep,1742.1244019138755,0.20462962962962963,356.4902711323764
5,gold,3527.705627705628,0.08135530510018214,286.99756764562096
3,team,4767.892561983472,0.048628858963180345,231.85717494829086
15,explor,2548.535885167464,0.07803590515454922,198.87730461789337
149,unchart,1145.1161616161617,0.16666666666666666,190.8526936026936
18,treasur,2458.87012987013,0.06386175530304708,157.02776255573784
25,emerald,2258.181818181818,0.0638996715437444,144.29707646787372
151,south,1145.1161616161617,0.125,143.1395202020202
6,guard,3050.3636363636365,0.044885799404170805,136.9180102915952
19,centuri,2422.0227272727275,0.05381679389312977,130.34549791811244
155,america,1145.1161616161617,0.1111111111111111,127.2351290684624
152,lay,1145.1161616161617,0.1,114.51161616161617
26,ventur,2216.845041322314,0.05094905094905095,112.94615095648155
154,thought,1145.1161616161617,0.08333333333333333,95.4263468013468
8,legend,2868.6411483253582,0.03272125382697794,93.86553515286754
153,myth,1145.1161616161617,0.07692307692307693,88.08585858585859
69,imagin,1457.181818181818,0.05263157894736842,76.69377990430621
24,pass,2259.0454545454545,0.031902416138869336,72.06900816753033
65,treacher,1507.8579545454545,0.043478260869565216,65.55904150197628
62,wilder,1507.8579545454545,0.041666666666666664,62.827414772727266
10,river,2805.55980861244,0.021935597001158366,61.54162932436948
63,search,1507.8579545454545,0.04,60.31431818181818
7,found,3039.41341991342,0.019669556664203294,59.78391448892694
64,return,1507.8579545454545,0.038461538461538464,57.99453671328671
17,find,2511.0645933014357,0.022473663675380413,56.43282113701237
35,dare,2058.846889952153,0.027187902187902187,55.97572786388576
66,tale,1507.8579545454545,0.037037037037037035,55.84659090909091
9,golden,2844.6611570247933,0.018036290367905758,51.307134626401925
107,believ,1340.71875,0.03571428571428571,47.8828125
12,wall,2647.809917355372,0.01661976911976912,44.00598949948124
13,beauti,2613.1611570247933,0.016415261756876662,42.89572440546466
106,protect,1340.71875,0.03125,41.8974609375
57,captain,1549.1791443850268,0.02631578947368421,40.767872220658596
108,intrud,1340.71875,0.030303030303030304,40.627840909090914
105,sought,1340.71875,0.029411764705882353,39.4329044117647
11,lost,2690.409090909091,0.014400787116514265,38.74400857451649
58,ward,1549.1791443850268,0.025,38.72947860962567
109,claim,1340.71875,0.02857142857142857,38.30625
59,man,1549.1791443850268,0.024390243902439025,37.78485718012261
46,tribe,1681.714876033058,0.022347066167290888,37.581393609228144
14,live,2580.006198347108,0.014101034237624644,36.38075573617637
60,expedit,1549.1791443850268,0.023255813953488372,36.02742196244248
56,unknown,1549.1791443850268,0.022727272727272728,35.20861691784152
21,terribl,2367.130165289256,0.01406926406926407,33.30377938177525
125,day,1211.603305785124,0.025807525807525808,31.268483582533168
39,danger,1899.276859504132,0.016129032258064516,30.633497733937613
33,place,2108.064049586777,0.014277670527670528,30.09824395122691
100,heard,1341.1483253588517,0.022222222222222223,29.803296119085594
101,boy,1341.1483253588517,0.020833333333333332,27.94059011164274
104,grandfath,1341.1483253588517,0.02,26.822966507177036
102,swore,1341.1483253588517,0.0196078431372549,26.297025987428466
36,water,2043.6650717703349,0.012758541317286508,26.074185256877115
103,exist,1341.1483253588517,0.018867924528301886,25.304685384129275
27,spire,2167.944976076555,0.011382787677856058,24.677257359954158
34,statu,2088.3658008658003,0.01165994623655914,24.350232960364004
75,journey,1439.1818181818185,0.015384615384615385,22.141258741258746
142,determin,1182.2966507177032,0.018518518518518517,21.894382420698207
74,peril,1439.1818181818185,0.015151515151515152,21.80578512396695
73,start,1439.1818181818185,0.014925373134328358,21.480325644504752
28,templ,2137.7582644628096,0.009942554131683606,21.254777264875482
31,vine,2125.6611570247937,0.009948807109050516,21.147792830440814
30,snake,2125.6611570247937,0.009846517119244391,20.93035897235747
146,assembl,1182.2966507177032,0.017543859649122806,20.742046503819353
143,experienc,1182.2966507177032,0.01694915254237288,20.0389262833509
23,eye,2275.324675324675,0.008700738466037874,19.797004925322536
147,adventur,1182.2966507177032,0.016666666666666666,19.704944178628388
145,set,1182.2966507177032,0.01639344262295082,19.381912306847592
20,beneath,2381.923444976077,0.008009207435319344,19.077318965863864
16,flood,2525.607655502392,0.007520805218173639,18.99460323456168
144,quest,1182.2966507177032,0.015873015873015872,18.766613503455606
32,began,2109.421052631579,0.00856593758579665,18.069169079007576
22,rise,2353.456937799043,0.007662162952564778,18.032570559260375
131,hack,1211.603305785124,0.012658227848101266,15.336750706140808
123,suffoc,1211.603305785124,0.0125,15.14504132231405
127,heat,1211.603305785124,0.012345679012345678,14.958065503520046
122,guid,1211.603305785124,0.012195121951219513,14.775650070550292
129,ancient,1211.603305785124,0.012048192771084338,14.597630190182217
61,crown,1538.419913419913,0.00948208066509381,14.58742171583425
130,map,1211.603305785124,0.011904761904761904,14.423848878394331
121,spoke,1308.2975206611568,0.01098901098901099,14.376895831441285
124,whisper,1211.603305785124,0.011764705882352941,14.254156538648516
128,stori,1211.603305785124,0.011627906976744186,14.088410532385161
119,rever,1308.2975206611568,0.010752688172043012,14.067715275926417
120,fear,1308.2975206611568,0.010638297872340425,13.918058730437838
118,warn,1308.2975206611568,0.010526315789473684,13.771552849064808
126,local,1211.603305785124,0.011363636363636364,13.768219383921863
84,week,1389.2344497607653,0.009900990099009901,13.754796532284805
85,gruel,1389.2344497607653,0.00980392156862745,13.619945585889855
86,travel,1389.2344497607653,0.009708737864077669,13.487713104473448
117,incred,1308.2975206611568,0.010309278350515464,13.487603305785122
87,stumbl,1389.2344497607653,0.009433962264150943,13.10598537510156
88,unlik,1389.2344497607653,0.009259259259259259,12.863281942229307
29,street,2125.6611570247937,0.005952380952380952,12.652744982290438
192,dens,828.4632034632034,0.014705882352941176,12.183282403870638
191,teem,828.4632034632034,0.014285714285714285,11.835188620902905
189,venom,828.4632034632034,0.014084507042253521,11.6684958234254
193,creatur,828.4632034632034,0.013888888888888888,11.50643338143338
194,impenetr,828.4632034632034,0.0136986301369863,11.348811006345251
195,thicket,828.4632034632034,0.013513513513513514,11.195448695448695
190,violent,828.4632034632034,0.013333333333333334,11.046176046176045
188,storm,828.4632034632034,0.013157894736842105,10.900831624515833
134,mist,1209.2727272727273,0.008064516129032258,9.752199413489736
132,foliag,1209.2727272727273,0.008,9.674181818181818
137,tower,1209.2727272727273,0.007936507936507936,9.597402597402597
135,rose,1209.2727272727273,0.007751937984496124,9.374207188160677
136,sky,1209.2727272727273,0.007692307692307693,9.302097902097902
