,Words,Old_WScore,Position_Weight,SCScore
5,beneath,1492.125,1.3487179487179488,2012.4557692307694
0,ocean,2312.041666666667,0.34923343017548775,807.4422419586517
37,surfac,1075.875,0.3269230769230769,351.7283653846154
1,secret,1900.986111111111,0.12222222222222222,232.34274691358024
8,reach,1314.45,0.1356382978723404,178.28976063829785
65,depth,886.2352941176471,0.16666666666666666,147.70588235294116
9,thrive,1314.45,0.10227272727272728,134.43238636363637
67,sunlight,886.2352941176471,0.14285714285714285,126.60504201680672
2,life,1888.125,0.0636986301369863,120.27097602739727
6,mysteri,1431.2083333333337,0.07464607464607464,106.83408408408411
3,glow,1843.125,0.05595238095238095,103.12723214285714
66,world,886.2352941176471,0.1,88.62352941176471
16,creatur,1132.534722222222,0.06979405034324943,79.04418541825576
38,tranquil,1075.875,0.07142857142857142,76.84821428571428
7,water,1403.3437499999998,0.05448275862068966,76.45803879310344
40,reflect,1075.875,0.06666666666666667,71.725
4,leviathan,1804.21875,0.038974358974358976,70.31826923076923
39,sky,1075.875,0.0625,67.2421875
41,lay,1075.875,0.058823529411764705,63.286764705882355
42,realm,1075.875,0.05555555555555555,59.77083333333333
43,teem,1075.875,0.05263157894736842,56.625
55,strang,946.111111111111,0.045454545454545456,43.0050505050505
61,bioluminesc,946.111111111111,0.04,37.84444444444444
59,light,946.111111111111,0.038461538461538464,36.388888888888886
56,drift,946.111111111111,0.037037037037037035,35.04115226337448
62,black,946.111111111111,0.03571428571428571,33.78968253968253
60,navig,946.111111111111,0.03333333333333333,31.53703703703703
63,vast,946.111111111111,0.03225806451612903,30.51971326164874
57,underwat,946.111111111111,0.03125,29.565972222222218
54,canyon,946.111111111111,0.030303030303030304,28.670033670033668
58,tower,946.111111111111,0.029411764705882353,27.82679738562091
17,ancient,1086.8684210526314,0.025,27.17171052631579
64,mountain,946.111111111111,0.02857142857142857,27.031746031746028
18,believ,1086.8684210526314,0.024390243902439025,26.508985879332474
13,remain,1204.3125,0.018518518518518517,22.302083333333332
49,legend,950.9802631578948,0.023255813953488372,22.115820073439412
10,unseen,1204.3125,0.01818181818181818,21.896590909090907
51,spoke,950.9802631578948,0.022727272727272728,21.613187799043065
14,human,1204.3125,0.017857142857142856,21.505580357142858
45,immens,950.9802631578948,0.022222222222222223,21.132894736842108
12,eye,1204.3125,0.017543859649122806,21.12828947368421
11,protect,1204.3125,0.017241379310344827,20.764008620689655
47,size,950.9802631578948,0.021739130434782608,20.673483981693366
44,power,950.9802631578948,0.02127659574468085,20.23362262038074
15,sacr,1204.3125,0.016666666666666666,20.071875
50,capabl,950.9802631578948,0.020833333333333332,19.812088815789473
52,stir,950.9802631578948,0.02040816326530612,19.407760472610097
46,tempest,950.9802631578948,0.0196078431372549,18.646671826625386
53,singl,950.9802631578948,0.019230769230769232,18.28808198380567
48,movement,950.9802631578948,0.018867924528301886,17.943023833167825
25,heart,1082.25,0.016129032258064516,17.455645161290324
23,abyss,1082.25,0.015873015873015872,17.178571428571427
19,buri,1082.25,0.015625,16.91015625
27,layer,1082.25,0.015151515151515152,16.397727272727273
24,sediment,1082.25,0.014925373134328358,16.152985074626866
26,time,1082.25,0.014705882352941176,15.915441176470589
22,heartston,1082.25,0.014492753623188406,15.684782608695652
21,crystal,1082.25,0.014084507042253521,15.242957746478874
20,sourc,1082.25,0.013888888888888888,15.03125
32,guard,1078.2777777777776,0.013157894736842105,14.18786549707602
34,relic,1078.2777777777776,0.012987012987012988,14.003607503607503
30,fierc,1078.2777777777776,0.01282051282051282,13.82407407407407
28,know,1078.2777777777776,0.012658227848101266,13.649085794655413
29,disturb,1078.2777777777776,0.0125,13.478472222222221
31,balanc,1078.2777777777776,0.012345679012345678,13.312071330589847
36,sea,1078.2777777777776,0.012195121951219513,13.149728997289971
33,broken,1078.2777777777776,0.012048192771084338,12.991298527443105
35,lead,1078.2777777777776,0.011904761904761904,12.836640211640209
70,continu,780.65,0.011494252873563218,8.972988505747127
72,greatest,780.65,0.011235955056179775,8.77134831460674
68,safe,780.65,0.01098901098901099,8.57857142857143
69,deepest,780.65,0.010869565217391304,8.48532608695652
71,corner,780.65,0.010752688172043012,8.394086021505377
73,humankind,780.65,0.010526315789473684,8.217368421052631
