,Words,Old_WScore,Position_Weight,SCScore
1,wave,555.8650519031142,1.032258064516129,573.7961826096663
22,mysteri,336.7058823529412,0.5,168.3529411764706
19,ocean,336.7058823529412,0.3333333333333333,112.23529411764707
18,forgotten,336.7058823529412,0.25,84.1764705882353
20,kingdom,336.7058823529412,0.2,67.34117647058825
21,thrive,336.7058823529412,0.16666666666666666,56.117647058823536
14,rule,336.7058823529412,0.14285714285714285,48.10084033613445
3,subject,467.0449826989619,0.09090909090909091,42.45863479081472
15,wise,336.7058823529412,0.125,42.08823529411765
4,enchant,467.0449826989619,0.08333333333333333,38.92041522491349
17,queen,336.7058823529412,0.1111111111111111,37.411764705882355
6,sea,467.0449826989619,0.07692307692307693,35.92653713068938
16,mari,336.7058823529412,0.1,33.670588235294126
7,creatur,467.0449826989619,0.07142857142857142,33.36035590706871
5,live,467.0449826989619,0.06666666666666667,31.136332179930793
2,harmoni,467.0449826989619,0.0625,29.19031141868512
9,fate,461.9607843137255,0.058823529411764705,27.174163783160324
10,day,461.9607843137255,0.05555555555555555,25.664488017429193
8,fierc,461.9607843137255,0.05263157894736842,24.313725490196077
11,storm,461.9607843137255,0.05,23.098039215686278
13,threaten,461.9607843137255,0.047619047619047616,21.99813258636788
12,peac,461.9607843137255,0.045454545454545456,20.998217468805706
0,beneath,555.8650519031142,0.03333333333333333,18.528835063437143
23,unit,301.4666666666667,0.043478260869565216,13.107246376811595
28,summon,301.4666666666667,0.041666666666666664,12.561111111111112
26,power,301.4666666666667,0.04,12.058666666666667
27,calm,301.4666666666667,0.038461538461538464,11.594871794871796
29,tempest,301.4666666666667,0.037037037037037035,11.165432098765432
24,preserv,301.4666666666667,0.03571428571428571,10.766666666666667
25,home,301.4666666666667,0.034482758620689655,10.395402298850575
