,Words,Old_WScore,Position_Weight,SCScore
102,preprocess,37712.28111111112,0.007994981708620431,301.5089976736852
182,combin,30821.34814814815,0.009564426251110801,294.78851132277345
135,distribut,34144.11111111111,0.00846199964908648,288.927456240592
1007,cite,6583.455218855218,0.043478260869565216,286.23718342848775
89,call,39423.06666666667,0.007255828268353984,286.0470015452037
62,kcore,43226.74271604938,0.006523995494576321,282.01107472471597
80,decomposit,40855.777777777774,0.0068028493924520185,277.9357030337102
169,requir,32046.08333333333,0.008596130081299306,275.472300929491
107,high,37160.27777777778,0.007396463455607188,274.85463658354524
53,positionrank,44367.88592592593,0.006180952466006408,274.2357939253429
79,keyphras,41072.56344086021,0.006664072325039833,273.71053334467933
55,list,44291.18590785908,0.00617089364662247,273.3161977201823
87,linguist,39528.4273015873,0.006897810895643431,272.6596165285381
122,natur,35435.42762762763,0.007621263824047517,270.06274266809237
65,higher,42750.64615384615,0.006093360088080481,260.4950810134975
395,critic,20235.228673835125,0.012383498570420705,250.58292535457332
92,effect,39012.79166666666,0.00635588004322183,247.96062398453753
64,krapivin,42921.48943089431,0.005574541781166819,239.26763614243038
84,measur,40485.777777777774,0.005868991784562861,237.6106971694154
95,improv,38467.59619047619,0.006106750319187186,234.91200531455428
296,learn,24354.786324786328,0.009474893683113036,230.75901110228574
344,phrase,22279.04615384616,0.010208634386149903,227.43863665677466
471,delhi,17780.466666666667,0.012104801912763504,215.2290269164944
130,degre,34774.833333333336,0.006049382686811177,210.3662747034109
101,support,37781.19055555556,0.005515941343780752,208.39883100264777
56,nlm,44276.87804878049,0.004695146244256705,207.88641767814386
164,significantli,32226.948333333334,0.006412807227277252,206.6652071850906
72,defin,42097.928205128206,0.004881310340002973,205.4930522403951
108,user,37120.04571428571,0.005322883536299042,197.58568019923922
217,compet,28592.725,0.006856961026272736,196.0592009599341
338,superior,22513.733333333334,0.008467511704921776,190.63530052148755
88,exist,39493.82888888889,0.00479891218881579,189.52741683789407
173,cooccur,31668.755555555555,0.0059807731100982526,189.40364165694132
258,languageagnost,26404.54444444444,0.0071561959347972645,188.956093613507
218,describ,28471.36923076923,0.006550895181485706,186.51295550414653
37,hulth,50372.4135501355,0.003689740764165643,185.86114766534473
785,product,11146.745833333332,0.016666666666666666,185.77909722222222
124,dg,35257.56666666667,0.005265017908402215,185.63171990668502
98,time,37948.27008547009,0.004843218359464578,183.79175838786915
1008,doi,6583.455218855218,0.027777777777777776,182.8737560793116
119,function,35685.72252252253,0.005094575274151475,181.80359960347366
948,custom,8099.745454545455,0.022222222222222223,179.99434343434345
784,error,11146.745833333332,0.016129032258064516,179.78622311827957
259,model,26360.20512820513,0.006810484708355236,179.5257739347483
788,discov,11146.745833333332,0.015873015873015872,176.93247354497353
111,due,36684.62777777778,0.004806798039135385,176.3355968686337
153,work,33010.47747747748,0.005304885011293807,175.11678718592205
68,empir,42478.57833333334,0.0041208066962496355,175.0460100431647
1006,pdf,6583.455218855218,0.02631578947368421,173.24882154882152
786,content,11146.745833333332,0.015384615384615385,171.48839743589744
66,note,42568.57452574526,0.003986503371004614,169.6997658457446
1001,file,6583.455218855218,0.02564102564102564,168.80654407321072
281,elimin,24895.166666666664,0.00672732832502748,167.4779598729466
136,gow,34139.76944444445,0.004901216995296785,167.32641821662503
783,legal,11146.745833333332,0.014925373134328358,166.36934079601988
137,tg,34139.76944444445,0.004822005924030427,164.62217050614407
999,unedit,6583.455218855218,0.025,164.58638047138047
787,disclaim,11146.745833333332,0.014705882352941176,163.92273284313725
97,experi,37956.0,0.004304203930816857,163.37036439808463
234,ohsawa,27643.016888888887,0.0058815245807458776,162.58308331797343
682,duaria,12642.704861111111,0.01282051282051282,162.08595975783476
237,small,27540.592592592588,0.005865457353914438,161.5381713533837
139,sentenc,34114.165853658546,0.004682078813222254,159.72521317416476
71,semev,42187.44878048781,0.0037104959204288354,156.53635659330047
112,retent,36672.45555555556,0.004248627664916436,155.80760921375182
252,popular,26683.63076923077,0.005795870501316544,154.6548684434071
90,length,39169.36368563685,0.003924123074954992,153.70540387011164
199,specif,29515.21523809524,0.005195268709342553,153.3394741759867
1004,public,6583.455218855218,0.023255813953488372,153.10360974081902
128,valu,34848.14333333333,0.004390624968479933,153.00512822450085
82,top,40667.96000000001,0.0037478331347639508,152.41672801125497
172,recent,31762.555555555555,0.004778141823200569,151.76599511173157
557,comprehens,15444.985663082438,0.00980392156862745,151.42142806943568
327,supervis,22769.996581196585,0.006594397292737918,150.15440381069442
74,pp,41930.48019323672,0.0035803078847120254,150.12402884560683
384,train,20803.624390243906,0.007174370184357993,149.2529025519486
235,primari,27558.013888888887,0.005202132312860206,143.36043452963924
147,stem,33594.827777777784,0.0042481502191439825,142.71587498627105
223,problem,28149.5873015873,0.005035583664577313,141.74960198046597
295,harter,24368.272222222226,0.0057726714771693804,140.67003000512116
149,account,33464.666666666664,0.004165602107247798,139.4004859850118
116,advanc,35860.12777777778,0.0038630777154134905,138.53046049021364
143,creat,33870.439024390245,0.004040953213797347,136.86885942833683
516,demonstr,16653.381818181817,0.00819672131147541,136.50312965722802
211,differ,28784.41937321937,0.0045939641281688755,132.23459005073903
402,address,19804.1797979798,0.006638869111479082,131.47735753898615
414,qualiti,19355.02564102564,0.006781017724413951,131.24677192828136
515,sateoftheart,16653.381818181817,0.007874015748031496,131.12899069434502
176,obtain,31320.93666666667,0.004141540210405772,129.71691863257251
91,core,39049.83817663817,0.0033067577067198983,129.12835333676318
185,recal,30731.38031746032,0.004137667579394484,127.15623600959734
222,tend,28167.85990338164,0.004493015058427001,126.55861870955582
115,structur,35888.36571428572,0.0035140988559086736,126.11526489700351
170,includ,31857.222222222223,0.003935794505069234,125.38348016899172
262,retriev,26145.72307692308,0.004740073542098243,123.93265019595056
184,type,30764.203888888893,0.003981051637352068,122.47388426369399
231,extens,27746.16835016835,0.004408168256297383,122.30977855509526
228,unigram,27950.88888888889,0.0043264871233139775,120.92916086295752
161,subgraph,32372.492307692315,0.0037342496776853365,120.88696896587106
123,comparison,35363.64102564102,0.003410712869788665,120.61522556874026
406,solut,19485.252525252523,0.006065391789977226,118.18569069229966
1022,typeset,6038.109941520468,0.019230769230769232,116.11749887539362
166,global,32153.28205128205,0.0035892130569384903,115.40497976188755
129,variat,34826.78611111111,0.0033096302612117957,115.26378521408401
347,unsupervis,22224.45641025641,0.005133385053169493,114.08669235122719
481,human,17555.37874396135,0.006473977150668881,113.65312085974395
152,factor,33062.22716049383,0.0033758640385448233,111.61358370531104
522,avail,16514.666666666668,0.006756756756756757,111.5855855855856
162,standard,32305.13777777777,0.003423938029256852,110.6107897777155
158,reason,32446.069333333337,0.0033881829515594202,109.93321896031493
1021,proof,6038.109941520468,0.01818181818181818,109.78381711855396
179,slide,31136.786666666667,0.003513154553558117,109.38834386116767
117,fscore,35791.49444444444,0.00304045386202957,108.822387511421
155,captur,32876.15555555555,0.0032831552967116525,107.93752424773844
103,noun,37543.510027100274,0.0028292491195230887,106.21994268797971
189,occur,30449.88401084011,0.0034008073824513493,103.55419033885235
309,machin,23581.194017094014,0.004272272307788401,100.74528218381629
225,windows,28101.658412698413,0.0035485207354332363,99.71931757752216
209,subsect,29071.699145299142,0.003381828118235122,98.3154896144446
142,exploit,33907.95809523809,0.002895646792857794,98.18547011083267
159,idea,32417.524603174606,0.0030246322531400703,98.05109048172368
150,depend,33374.68376068376,0.0029261510472139976,97.65936583676077
201,establish,29420.222222222223,0.003316694268305406,97.57788241671578
333,denot,22621.783197831977,0.004294586931233161,97.15121448259912
332,hypothesi,22666.08666666667,0.004255129903926166,96.4471431803155
443,digit,18830.375609756094,0.005077383709164844,95.6090423584306
146,trussbas,33600.05333333334,0.002826854510421279,94.98246231572888
274,direct,25521.596135265703,0.003691778892002902,94.22008990239677
450,databas,18565.81300813008,0.005033323835403187,93.44774913745968
241,research,27424.516845878134,0.0033791434509137857,92.67137649422389
188,stopword,30591.6,0.00298697419060986,91.37631964946058
197,stage,29700.4,0.003058968301796226,90.85258215066864
382,reduc,20894.5,0.0043297350194582045,90.46764836406945
138,respect,34120.65641025641,0.002613809513922701,89.1848963464158
203,make,29275.56559139785,0.0030189126524070497,88.38037537024344
364,introduc,21446.26666666667,0.004081222182862501,87.52697925958464
167,occurr,32143.529523809524,0.00269645762681444,86.67366533721132
121,applic,35443.67509578544,0.0024420851677444924,86.55647324177247
202,found,29296.573573573573,0.0029287744451595237,85.80305601301811
418,explor,19330.31578947368,0.0044223325646832136,85.48508500139955
200,scscore,29465.26,0.0028679365538511093,84.50449622272693
83,proceed,40496.59090909091,0.0020855067782812003,84.45591483818993
372,suggest,21198.402020202026,0.0039753933037515125,84.27198544134367
210,context,29008.078431372556,0.0028697760666559777,83.24668922203244
278,percentag,25179.54254742548,0.0032365114370180794,81.49387743362591
261,bound,26229.559670781888,0.003104560462729016,81.43125390870095
238,take,27539.803703703703,0.002950224945214487,81.24861587297698
470,suffici,17799.260317460317,0.004545454545454545,80.90572871572871
191,link,30228.366013071896,0.0026686141884459213,80.66784643602013
312,contain,23455.28888888889,0.003427548133953828,80.39413166245906
163,shown,32247.850574712644,0.0024865640402405697,80.18634561413165
502,vast,17006.415686274508,0.004692760046022073,79.80702805859207
113,contextawar,36301.08943089431,0.002186063832309039,79.35649867829397
145,extractor,33627.725490196084,0.0023474163579236284,78.93827289545165
571,engin,15254.041666666666,0.005099667387714279,77.79053881833475
246,induc,27140.406060606063,0.002864696694236038,77.74903152204192
221,consecut,28249.35230352304,0.0027360874098538556,77.2926971741954
104,adject,37543.510027100274,0.002054302707751145,77.12573430715436
380,annot,20938.086956521736,0.0036816345250158594,77.08638382691467
171,retain,31800.91777777778,0.0023949350041900207,76.16113115136874
196,extent,29752.992156862747,0.002502044597980942,74.44331329984777
401,remain,19820.874396135267,0.0037533907239793384,74.39548609961368
346,gaug,22251.420289855072,0.003332823857074927,74.16006439583008
198,choic,29534.22795698925,0.0024757680282238,73.11989731418751
316,bookstein,23274.09259259259,0.0031402606832101744,73.08671790591167
495,amount,17192.304761904757,0.004236280068523377,72.83141799483667
207,yield,29155.82807017544,0.002484674349880419,72.44273815548844
335,line,22591.85925925925,0.003187722099681503,72.01656903363491
275,favor,25421.0394265233,0.0028257467877511088,71.8334205007925
626,sduaricsduacin,13712.224242424243,0.005235602094240838,71.79174996033636
270,spatial,25720.35555555556,0.002790470077782841,71.77188256771346
132,remov,34669.469047619044,0.0020671272225476745,71.66620325960733
205,pagerank,29228.51555555555,0.002446091215817913,71.49561515184166
226,subsequ,28081.17597597598,0.0025325224233742915,71.11620783387863
625,submit,13712.224242424243,0.005154639175257732,70.68156825991878
160,evid,32375.218888888896,0.0021766696318798236,70.47015578090651
507,year,16954.861538461537,0.004143646408839779,70.25495112622184
317,gain,23230.848888888893,0.003016166326755953,70.06810416062262
622,label,13766.820105820108,0.005057868150137477,69.63076094189978
292,influenc,24446.10606060606,0.0028386443070195005,69.3937997977343
269,execut,25845.08,0.002668681367679591,68.97228344218846
141,order,33970.260317460314,0.002028851108161424,68.92060028961141
328,employ,22738.22222222222,0.0030303030303030303,68.9037037037037
183,extend,30796.565333333336,0.0021980094819275403,67.69114261346765
168,neighbor,32060.02857142857,0.002090035181667321,67.00658763954522
448,mihalcea,18593.597385620917,0.003587476308222898,66.70409010555026
279,item,24998.516666666663,0.0025886966966803546,64.71357751690879
649,locat,13372.753472222224,0.004784688995215311,63.98446637426901
247,develop,27063.748148148148,0.0023607662908650346,63.89118433260915
468,pure,17850.788405797102,0.0035430687043122317,63.24656974787935
194,consid,30108.0367816092,0.0020729489179075193,62.412422266756586
227,literatur,27992.997530864195,0.0022176976251631077,62.08000414539426
175,highest,31392.157264957263,0.0019653951301617924,61.69799301382014
288,deviat,24618.40650406504,0.002483760732873249,61.14623138070814
144,author,33720.84444444445,0.0017817400233808155,60.08177816886529
314,nativ,23286.851851851847,0.0025565359297627147,59.533673450320656
192,sequenc,30144.56296296296,0.001947483880182439,58.70605044551494
208,knowledg,29144.91193415637,0.001975971372796618,57.58951164457151
151,determin,33100.36363636364,0.001721976308373541,56.998041980367255
393,contribut,20341.55703703704,0.0027453492704021054,55.844678770472456
165,confer,32210.811111111117,0.0017028876059877278,54.851391019922914
659,poisson,13061.170370370368,0.004086330733895204,53.37226190508584
240,conclud,27459.91111111111,0.0019382170480229353,53.22326785274998
349,indian,22200.32688172043,0.0023759714551222525,52.747342965350946
245,ktruss,27285.820512820515,0.0019228927017490528,52.46770512533717
510,setup,16856.615637860083,0.003065222293209065,51.669274041225265
472,corpu,17743.89159891599,0.0029077263962707773,51.59438197473531
229,rousseau,27943.38084291188,0.0018328647949993218,51.21643900023166
455,statisticsbas,18446.0126984127,0.0027623888956532327,50.95506064717376
250,report,26778.13333333333,0.0018875316755625306,50.544574879103514
636,probabilist,13586.766666666665,0.003691489491375579,50.155406371771996
248,exhibit,27056.733333333334,0.001842668071785017,49.85657864013473
310,suffer,23562.840170940173,0.002109704641350211,49.710633272025675
715,effort,12166.02,0.0040650406504065045,49.45536585365854
705,monoton,12338.492753623188,0.00398406374501992,49.15734164790115
707,grow,12338.492753623188,0.003968253968253968,48.96227283183804
148,outperform,33502.45166666667,0.0014584734877845396,48.862437531616294
706,reposito,12338.492753623188,0.003952569169960474,48.76874606175173
331,tic,22681.107142857145,0.0021426871962203866,48.59851787110276
704,rie,12338.492753623188,0.003937007874015748,48.57674312450074
215,interpret,28635.26111111111,0.001681739986443281,48.15706363279981
379,burden,20962.415384615382,0.0022901305145915,48.00666713185
233,prime,27666.844444444447,0.001713372085759586,47.40359897216379
840,typic,10095.314285714285,0.004694835680751174,47.39584171696848
301,motiv,24117.06283524904,0.001953125,47.10363835009578
703,attent,12338.492753623188,0.0038022813688212928,46.91442111643798
181,sampl,30841.92222222222,0.0014975214412087596,46.186439815870685
260,precis,26239.54375,0.0017568362029251913,46.098580408239435
486,represent,17375.722222222223,0.002652519893899204,46.089448865310935
277,integr,25180.580317460317,0.0018168748488571018,45.74996305841982
273,strength,25544.83501683501,0.0017896348581521405,45.715927191873355
255,highlight,26498.47311827957,0.0017200547061669805,45.578823393335995
154,belong,32935.46666666667,0.0013754295384383586,45.30041371558528
721,massiv,12078.056410256411,0.0036900369003690036,44.568473838584545
574,manual,15181.24154589372,0.0029273977337480966,44.441532096931724
722,enhanc,12078.056410256411,0.0036496350364963502,44.08049784765114
276,begin,25391.31182795699,0.0017311384098509684,43.95587518187955
322,eij,22931.961904761905,0.0019067722613763968,43.72602885894024
311,detail,23555.01739130435,0.0018452173211110242,43.4641260895062
298,simpl,24220.227513227517,0.001780510870765346,43.124378379711516
214,find,28708.088888888888,0.0014967444233283814,42.968671948859914
302,tixier,24110.28686868687,0.00177556711892707,42.80943259193952
256,data,26493.539393939394,0.001606419716083929,42.559744031270505
232,lower,27725.344444444447,0.0015243287050555425,42.262538394218886
193,central,30122.33333333333,0.001400319765488008,42.18089874928493
263,mechan,26098.41919191919,0.0016011101355182288,41.78644348918528
725,ngram,12007.366666666669,0.003472222222222222,41.69224537037037
308,sourc,23595.40229885058,0.0017665092003475063,41.68149524682025
325,origin,22857.37777777778,0.0018195831039749968,41.590898405618006
614,invari,13901.12,0.0029867705147192504,41.51945533757407
587,object,14850.755555555555,0.0027801687321350535,41.28760624413649
726,descriptor,12007.366666666669,0.003424657534246575,41.121118721461194
257,span,26462.37407407408,0.0015508468145154061,41.039088537292855
264,damp,26090.96835016835,0.0015557779674652344,40.59175370902467
353,involv,22013.65,0.0018255397067195986,40.18679216482789
236,benchmark,27542.62007168459,0.001455996652230665,40.10196261803388
351,macroaverag,22195.673015873017,0.001795783126389704,39.85861508076804
341,topolog,22344.25811965812,0.0017777170024548036,39.72176756655504
546,acm,15748.470460704606,0.0025201069941008175,39.6878305544118
243,denser,27365.099682539683,0.0014402603796981896,39.412868859253415
598,promin,14440.670588235294,0.0027100271002710027,39.13460864020405
445,local,18695.51282051282,0.0020826105508300534,38.93547225317853
695,focu,12462.309178743964,0.003115264797507788,38.82339308019927
305,collect,23848.82614379085,0.0016196734004696157,38.6273093375224
336,intuit,22572.955555555556,0.0017054424657042733,38.49687698089964
118,web,35709.646376811594,0.0010772671775318497,38.46882996300827
656,creation,13169.469918699187,0.0029042479537529043,38.247406063392546
759,postprocess,11406.666666666666,0.0033333333333333335,38.022222222222226
456,similar,18406.446464646466,0.002058069811067935,37.881751797927016
758,collaps,11406.666666666666,0.0033112582781456954,37.77041942604856
435,reader,19001.308994708997,0.001971792750214074,37.46664332034467
415,restrict,19345.98947368421,0.00192797265534961,37.29853869594455
461,classic,18200.682962962965,0.0020180301670440007,36.729527280063046
407,accord,19474.168021680216,0.0018786487212489413,36.58512085131656
204,low,29267.397101449274,0.0012268334005938676,35.90622031250212
345,ortuno,22258.53580246913,0.001598622996638739,35.583007205333864
696,follow,12457.61234567901,0.0028089887640449437,34.99329310583992
156,assumpt,32757.84938271605,0.0010611038431584674,34.75947987360623
624,tfidf,13751.619047619046,0.0024891573729863693,34.229943942880745
369,corebas,21318.5,0.0015991802037254354,34.09212317312069
268,network,25849.81333333333,0.0013157032461984675,34.01068331629109
290,pragmat,24590.862222222226,0.0013634017403847546,33.5272243513395
293,world,24440.0987654321,0.0013693638156800224,33.4673869010287
300,parameterfre,24200.733333333334,0.0013770252120018597,33.32501994893381
680,flavor,12727.066666666668,0.0025974025974025974,33.05731601731602
540,cast,15982.459259259258,0.00205761316872428,32.88571864045115
534,reli,16084.80606060606,0.002028397565922921,32.62638146167558
535,complet,16084.80606060606,0.002008032128514056,32.298807350614574
536,ignor,16084.80606060606,0.002004008016032064,32.23408028177567
396,uniqu,20197.589743589742,0.0015904738750707498,32.12373882657641
597,kdegeneraci,14648.129292929294,0.0021929824561403508,32.1230905546695
212,examin,28742.16296296296,0.0011133130725400294,31.99902575974253
425,abstract,19190.7972899729,0.0016489720931686218,31.645089176821326
484,vj,17482.131578947367,0.001789585299633645,31.285765679945328
562,indepth,15368.659555555556,0.0020326836782532985,31.23962343520937
489,lexic,17308.537037037036,0.001796219794528091,31.08993684024852
340,lie,22358.728,0.0013825599761162518,30.91228244966977
416,agnost,19336.862626262628,0.0015923566878980893,30.791182525895906
253,definit,26669.23760683761,0.0011510448233268112,30.697487889423147
581,techniqu,14996.480987654322,0.0020442481129464957,30.656527959850347
419,coeffici,19329.243209876546,0.0015649911445390168,30.250094454097713
304,commun,23956.47063492063,0.0012618624727217785,30.229771273067623
420,path,19329.243209876546,0.0015634658804946396,30.22061225442467
375,complex,21105.41975308642,0.0014311769525786827,30.205590325116155
426,zhou,19168.418181818182,0.0015657974190080273,30.013859715557455
442,close,18849.594708994708,0.0015847166862257515,29.871267263936552
219,exclud,28335.0375,0.0010406307143218754,29.486310313962125
140,written,34106.116129032256,0.0008625197608080165,29.417199125703334
376,disregard,21099.724137931036,0.001365495649288521,28.811581511532818
399,column,19872.518518518515,0.0014400406745611414,28.617234972636176
363,herrera,21528.90598290598,0.0013066185328155608,28.130067548508762
318,major,23186.16470588235,0.001211543745080927,28.091052821827912
469,fmeasur,17815.60909090909,0.001568215210027725,27.938709152271844
343,correspond,22301.06956521739,0.0012491578710981362,27.857556581298393
604,toolpoor,14113.34074074074,0.0019646365422396855,27.727584952339367
224,degrad,28137.333333333336,0.0009785240716483716,27.533057978660786
267,wide,25936.123456790123,0.0010542270312993676,27.342562435265744
244,consist,27290.75315315316,0.0009982649601537035,27.243402608997
266,distinct,25987.373202614377,0.0010435648422286005,27.119509016122034
324,recommend,22927.67602339181,0.0011808552277764476,27.07426609298693
358,doesnt,21858.80701754385,0.0012055782200004683,26.352501655544263
431,implement,19067.30189701897,0.0013602935830947884,25.93712841744599
370,hypothes,21269.185185185182,0.0012175558083958346,25.896419962068855
651,usabl,13353.03209876543,0.0019305019305019305,25.77805424472091
220,impart,28290.333333333336,0.0009101312215170703,25.74791563379176
650,seman,13353.03209876543,0.0019083969465648854,25.48288568466685
423,select,19244.598148148147,0.0013175230566534915,25.35520177621627
629,current,13703.856000000002,0.0018450184501845018,25.28386715867159
829,tediou,10416.260869565218,0.002421307506053269,25.220970628487212
466,mrr,17898.533333333333,0.001408919870530375,25.2175992666836
436,match,18996.503703703704,0.0013262163573795032,25.193473944872167
850,instanc,9901.25714285714,0.0025380710659898475,25.13009427121101
827,possibl,10416.260869565218,0.0024096385542168677,25.099423782084866
828,inconsist,10416.260869565218,0.002403846153846154,25.039088628762546
826,intens,10431.082125603863,0.002398081534772182,25.014585433102788
573,counterpart,15212.037037037036,0.0016420361247947454,24.978714346530438
825,intervent,10431.082125603863,0.002386634844868735,24.895184070653613
